timestamp_iso,unix_ms,trial_id,label,radar_status,pir_placeholder,distance_cm,inference,speed_m_s,esp_millis,radar_bin,ultrasonic_active,inference_code,distance_change_cm,speed_cm_s,radar_count,raw_message
2026-06-25T22:48:00.000,1782427680000,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,51.1,STATIC_OBJECT_NEAR,0.0,710291,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,51.1,STATIC_OBJECT_NEAR,0.000,710291,0,1,2,0.0,0.00,0"
2026-06-25T22:48:00.285,1782427680285,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,50.1,STATIC_OBJECT_NEAR,0.0,710576,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,50.1,STATIC_OBJECT_NEAR,0.000,710576,0,1,2,0.0,0.00,0"
2026-06-25T22:48:00.617,1782427680617,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,50.7,STATIC_OBJECT_NEAR,0.0,710908,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,50.7,STATIC_OBJECT_NEAR,0.000,710908,0,1,2,0.0,0.00,0"
2026-06-25T22:48:00.977,1782427680977,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,49.9,STATIC_OBJECT_NEAR,0.0,711268,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,49.9,STATIC_OBJECT_NEAR,0.000,711268,0,1,2,0.0,0.00,0"
2026-06-25T22:48:01.329,1782427681329,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,50.2,STATIC_OBJECT_NEAR,0.0,711620,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,50.2,STATIC_OBJECT_NEAR,0.000,711620,0,1,2,0.0,0.00,0"
2026-06-25T22:48:01.626,1782427681626,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,49.4,STATIC_OBJECT_NEAR,0.0,711917,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,49.4,STATIC_OBJECT_NEAR,0.000,711917,0,1,2,0.0,0.00,0"
2026-06-25T22:48:01.954,1782427681954,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,48.6,STATIC_OBJECT_NEAR,0.0,712245,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,48.6,STATIC_OBJECT_NEAR,0.000,712245,0,1,2,0.0,0.00,0"
2026-06-25T22:48:02.281,1782427682281,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,49.1,STATIC_OBJECT_NEAR,0.0,712572,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,49.1,STATIC_OBJECT_NEAR,0.000,712572,0,1,2,0.0,0.00,0"
2026-06-25T22:48:02.644,1782427682644,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,49.5,STATIC_OBJECT_NEAR,0.0,712935,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,49.5,STATIC_OBJECT_NEAR,0.000,712935,0,1,2,0.0,0.00,0"
2026-06-25T22:48:02.986,1782427682986,synthetic_static_object_50cm_trial_03,static_object,STILL,PIR_REMOVED,49.5,STATIC_OBJECT_NEAR,0.0,713277,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,49.5,STATIC_OBJECT_NEAR,0.000,713277,0,1,2,0.0,0.00,0"
