timestamp_iso,unix_ms,trial_id,label,radar_status,pir_placeholder,distance_cm,inference,speed_m_s,esp_millis,radar_bin,ultrasonic_active,inference_code,distance_change_cm,speed_cm_s,radar_count,raw_message
2026-06-25T22:51:00.000,1782427860000,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,143.8,STATIC_OBJECT_NEAR,0.0,523937,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,143.8,STATIC_OBJECT_NEAR,0.000,523937,0,1,2,0.0,0.00,0"
2026-06-25T22:51:00.334,1782427860334,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.6,STATIC_OBJECT_NEAR,0.0,524271,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.6,STATIC_OBJECT_NEAR,0.000,524271,0,1,2,0.0,0.00,0"
2026-06-25T22:51:00.681,1782427860681,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,143.8,STATIC_OBJECT_NEAR,0.0,524618,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,143.8,STATIC_OBJECT_NEAR,0.000,524618,0,1,2,0.0,0.00,0"
2026-06-25T22:51:01.023,1782427861023,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,143.1,STATIC_OBJECT_NEAR,0.0,524960,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,143.1,STATIC_OBJECT_NEAR,0.000,524960,0,1,2,0.0,0.00,0"
2026-06-25T22:51:01.346,1782427861346,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.5,STATIC_OBJECT_NEAR,0.0,525283,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.5,STATIC_OBJECT_NEAR,0.000,525283,0,1,2,0.0,0.00,0"
2026-06-25T22:51:01.702,1782427861702,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.7,STATIC_OBJECT_NEAR,0.0,525639,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.7,STATIC_OBJECT_NEAR,0.000,525639,0,1,2,0.0,0.00,0"
2026-06-25T22:51:02.070,1782427862070,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.1,STATIC_OBJECT_NEAR,0.0,526007,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.1,STATIC_OBJECT_NEAR,0.000,526007,0,1,2,0.0,0.00,0"
2026-06-25T22:51:02.435,1782427862435,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.4,STATIC_OBJECT_NEAR,0.0,526372,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.4,STATIC_OBJECT_NEAR,0.000,526372,0,1,2,0.0,0.00,0"
2026-06-25T22:51:02.784,1782427862784,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.4,STATIC_OBJECT_NEAR,0.0,526721,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.4,STATIC_OBJECT_NEAR,0.000,526721,0,1,2,0.0,0.00,0"
2026-06-25T22:51:03.115,1782427863115,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.3,STATIC_OBJECT_NEAR,0.0,527052,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.3,STATIC_OBJECT_NEAR,0.000,527052,0,1,2,0.0,0.00,0"
2026-06-25T22:51:03.460,1782427863460,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.8,STATIC_OBJECT_NEAR,0.0,527397,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.8,STATIC_OBJECT_NEAR,0.000,527397,0,1,2,0.0,0.00,0"
2026-06-25T22:51:03.768,1782427863768,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.2,STATIC_OBJECT_NEAR,0.0,527705,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.2,STATIC_OBJECT_NEAR,0.000,527705,0,1,2,0.0,0.00,0"
2026-06-25T22:51:04.133,1782427864133,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.6,STATIC_OBJECT_NEAR,0.0,528070,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.6,STATIC_OBJECT_NEAR,0.000,528070,0,1,2,0.0,0.00,0"
2026-06-25T22:51:04.438,1782427864438,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.6,STATIC_OBJECT_NEAR,0.0,528375,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.6,STATIC_OBJECT_NEAR,0.000,528375,0,1,2,0.0,0.00,0"
2026-06-25T22:51:04.775,1782427864775,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,145.1,STATIC_OBJECT_NEAR,0.0,528712,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,145.1,STATIC_OBJECT_NEAR,0.000,528712,0,1,2,0.0,0.00,0"
2026-06-25T22:51:05.111,1782427865111,synthetic_static_object_145cm_trial_06,static_object,STILL,PIR_REMOVED,144.6,STATIC_OBJECT_NEAR,0.0,529048,0,1,2,0.0,0.0,0,"STILL,PIR_REMOVED,144.6,STATIC_OBJECT_NEAR,0.000,529048,0,1,2,0.0,0.00,0"
