timestamp_iso,unix_ms,trial_id,label,radar_status,pir_placeholder,distance_cm,inference,speed_m_s,esp_millis,radar_bin,ultrasonic_active,inference_code,distance_change_cm,speed_cm_s,radar_count,raw_message
2026-06-25T22:58:00.000,1782428280000,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,102.8,BREACH_VERIFIED,0.0,407076,1,1,4,0.0,0.0,7,"MOTION_DETECTED,PIR_REMOVED,102.8,BREACH_VERIFIED,0.000,407076,1,1,4,0.0,0.00,7"
2026-06-25T22:58:00.345,1782428280345,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,110.2,BREACH_VERIFIED,-0.214,407421,1,1,4,-7.4,-21.45,9,"MOTION_DETECTED,PIR_REMOVED,110.2,BREACH_VERIFIED,-0.214,407421,1,1,4,-7.4,-21.45,9"
2026-06-25T22:58:00.655,1782428280655,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,121.0,BREACH_VERIFIED,-0.348,407731,1,1,4,-10.8,-34.84,7,"MOTION_DETECTED,PIR_REMOVED,121.0,BREACH_VERIFIED,-0.348,407731,1,1,4,-10.8,-34.84,7"
2026-06-25T22:58:00.971,1782428280971,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,126.8,BREACH_VERIFIED,-0.184,408047,1,1,4,-5.8,-18.35,10,"MOTION_DETECTED,PIR_REMOVED,126.8,BREACH_VERIFIED,-0.184,408047,1,1,4,-5.8,-18.35,10"
2026-06-25T22:58:01.315,1782428281315,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,132.8,BREACH_VERIFIED,-0.174,408391,1,1,4,-6.0,-17.44,8,"MOTION_DETECTED,PIR_REMOVED,132.8,BREACH_VERIFIED,-0.174,408391,1,1,4,-6.0,-17.44,8"
2026-06-25T22:58:01.663,1782428281663,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,128.8,BREACH_VERIFIED,0.118,408739,1,1,4,4.1,11.78,9,"MOTION_DETECTED,PIR_REMOVED,128.8,BREACH_VERIFIED,0.118,408739,1,1,4,4.1,11.78,9"
2026-06-25T22:58:01.977,1782428281977,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,132.7,BREACH_VERIFIED,-0.124,409053,1,1,4,-3.9,-12.42,9,"MOTION_DETECTED,PIR_REMOVED,132.7,BREACH_VERIFIED,-0.124,409053,1,1,4,-3.9,-12.42,9"
2026-06-25T22:58:02.357,1782428282357,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,128.1,BREACH_VERIFIED,0.118,409433,1,1,4,4.5,11.84,8,"MOTION_DETECTED,PIR_REMOVED,128.1,BREACH_VERIFIED,0.118,409433,1,1,4,4.5,11.84,8"
2026-06-25T22:58:02.692,1782428282692,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,129.7,BREACH_VERIFIED,0.0,409768,1,1,4,0.0,0.0,9,"MOTION_DETECTED,PIR_REMOVED,129.7,BREACH_VERIFIED,0.000,409768,1,1,4,0.0,0.00,9"
2026-06-25T22:58:03.025,1782428283025,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,127.9,BREACH_VERIFIED,0.0,410101,1,1,4,0.0,0.0,9,"MOTION_DETECTED,PIR_REMOVED,127.9,BREACH_VERIFIED,0.000,410101,1,1,4,0.0,0.00,9"
2026-06-25T22:58:03.393,1782428283393,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,118.2,BREACH_VERIFIED,0.264,410469,1,1,4,9.7,26.36,7,"MOTION_DETECTED,PIR_REMOVED,118.2,BREACH_VERIFIED,0.264,410469,1,1,4,9.7,26.36,7"
2026-06-25T22:58:03.690,1782428283690,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,129.1,BREACH_VERIFIED,-0.364,410766,1,1,4,-10.8,-36.36,8,"MOTION_DETECTED,PIR_REMOVED,129.1,BREACH_VERIFIED,-0.364,410766,1,1,4,-10.8,-36.36,8"
2026-06-25T22:58:04.032,1782428284032,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,127.8,BREACH_VERIFIED,0.0,411108,1,1,4,0.0,0.0,7,"MOTION_DETECTED,PIR_REMOVED,127.8,BREACH_VERIFIED,0.000,411108,1,1,4,0.0,0.00,7"
2026-06-25T22:58:04.347,1782428284347,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,125.8,BREACH_VERIFIED,0.0,411423,1,1,4,0.0,0.0,9,"MOTION_DETECTED,PIR_REMOVED,125.8,BREACH_VERIFIED,0.000,411423,1,1,4,0.0,0.00,9"
2026-06-25T22:58:04.630,1782428284630,synthetic_object_movement_box_trial_02,object_movement_hand_waving,MOTION_DETECTED,PIR_REMOVED,132.0,BREACH_VERIFIED,-0.219,411706,1,1,4,-6.2,-21.91,7,"MOTION_DETECTED,PIR_REMOVED,132.0,BREACH_VERIFIED,-0.219,411706,1,1,4,-6.2,-21.91,7"
